Filename,Volume_cm3,Height_m,Alpha,Method,MaxX,MaxY,MaxZ
cluster_378.txt,0.250734,0.010240,,convex,-2.264070,4.910390,7.005770
cluster_379.txt,7.258833,0.050110,,convex,-2.226520,4.915260,7.037400
cluster_38.txt,1.493146,0.016970,,convex,-3.247290,4.310080,6.987980
cluster_380.txt,0.728207,0.013690,,convex,-2.729690,4.980280,6.980470
cluster_381.txt,1.602752,0.017790,,convex,-2.693630,4.965350,6.982480
cluster_382.txt,5.497901,0.027750,,convex,-2.795580,5.114110,6.996290
cluster_383.txt,1.822394,0.016560,,convex,-2.713280,5.064860,6.986130
cluster_384.txt,10.173958,0.046460,,convex,-2.662640,5.062860,7.020180
cluster_385.txt,3.210523,0.026140,,convex,-2.710490,5.091700,7.001490
cluster_386.txt,1.455730,0.009730,,convex,-2.631690,4.978810,6.970380
cluster_387.txt,6.464280,0.039220,,convex,-2.594910,4.969030,7.001570
cluster_388.txt,53.781744,0.085760,,convex,-2.493280,5.126570,7.065890
cluster_389.txt,10.280739,0.052940,,convex,-2.470780,5.076530,7.027200
cluster_39.txt,0.589800,0.008820,,convex,-3.346960,4.365090,6.975420
cluster_390.txt,14.980237,0.049770,,convex,-2.725460,5.266050,7.047460
cluster_391.txt,6.639243,0.027800,,convex,-2.568600,5.212560,7.008480
cluster_392.txt,2.040597,0.010940,,convex,-2.528040,5.180280,6.990300
cluster_393.txt,1.833710,0.016150,,convex,-2.487560,5.176270,6.994660
cluster_394.txt,0.245048,0.009130,,convex,-2.463470,5.124040,6.988390
cluster_395.txt,0.227464,0.005620,,convex,-2.457040,5.163610,6.988000
cluster_396.txt,4.470071,0.029060,,convex,-2.429450,5.138630,7.003500
cluster_4.txt,0.867016,0.008820,,convex,-3.233490,4.200170,6.965770
cluster_40.txt,2.614419,0.015520,,convex,-3.300750,4.345100,6.980980
cluster_41.txt,1.435521,0.018330,,convex,-3.269740,4.343260,6.988320
cluster_42.txt,13.088374,0.040540,,convex,-3.336680,4.411710,7.007240
cluster_43.txt,0.920853,0.009530,,convex,-3.225380,4.342080,6.967100
cluster_44.txt,4.168963,0.020440,,convex,-3.237960,4.405330,6.980840
